timestamp,open,high,low,close,volume
2026-08-11T19:21:05+00:00,1.086087,1.086591,1.086037,1.086440,60
2026-08-11T19:22:05+00:00,1.086440,1.086538,1.086101,1.086444,516
2026-08-11T19:23:05+00:00,1.086444,1.086950,1.086302,1.086935,157
2026-08-11T19:24:05+00:00,1.086935,1.087180,1.086615,1.087087,424
2026-08-11T19:25:05+00:00,1.087087,1.087102,1.086890,1.086959,288
2026-08-11T19:26:05+00:00,1.086959,1.087592,1.086490,1.087157,82
2026-08-11T19:27:05+00:00,1.087157,1.087923,1.087084,1.087773,558
2026-08-11T19:28:05+00:00,1.087773,1.087909,1.087568,1.087885,410
2026-08-11T19:29:05+00:00,1.087885,1.088220,1.087549,1.088039,485
2026-08-11T19:30:05+00:00,1.088039,1.088589,1.087620,1.088317,535
2026-08-11T19:31:05+00:00,1.088317,1.088446,1.087823,1.088074,370
2026-08-11T19:32:05+00:00,1.088074,1.088698,1.088005,1.088510,515
2026-08-11T19:33:05+00:00,1.088510,1.088628,1.088320,1.088521,546
2026-08-11T19:34:05+00:00,1.088521,1.088848,1.088479,1.088768,322
2026-08-11T19:35:05+00:00,1.088768,1.088924,1.088665,1.088681,287
2026-08-11T19:36:05+00:00,1.088681,1.089106,1.088527,1.088772,542
2026-08-11T19:37:05+00:00,1.088772,1.088954,1.088535,1.088555,454
2026-08-11T19:38:05+00:00,1.088555,1.088826,1.088246,1.088622,475
2026-08-11T19:39:05+00:00,1.088622,1.089151,1.088518,1.088832,504
2026-08-11T19:40:05+00:00,1.088832,1.089066,1.088807,1.088958,588
2026-08-11T19:41:05+00:00,1.088958,1.089330,1.088744,1.089246,535
2026-08-11T19:42:05+00:00,1.089246,1.089742,1.088540,1.089339,238
2026-08-11T19:43:05+00:00,1.089339,1.089442,1.088917,1.089040,586
2026-08-11T19:44:05+00:00,1.089040,1.089285,1.088960,1.089257,542
2026-08-11T19:45:05+00:00,1.089257,1.090190,1.089248,1.090075,530
2026-08-11T19:46:05+00:00,1.090075,1.090105,1.089927,1.090063,106
2026-08-11T19:47:05+00:00,1.090063,1.090376,1.089925,1.090102,94
2026-08-11T19:48:05+00:00,1.090102,1.091096,1.089869,1.090562,466
2026-08-11T19:49:05+00:00,1.090562,1.090878,1.090375,1.090829,575
2026-08-11T19:50:05+00:00,1.090829,1.091113,1.090359,1.090530,101
2026-08-11T19:51:05+00:00,1.090530,1.090571,1.089873,1.090527,252
2026-08-11T19:52:05+00:00,1.090527,1.090602,1.090516,1.090527,200
2026-08-11T19:53:05+00:00,1.090527,1.091185,1.090480,1.091039,338
2026-08-11T19:54:05+00:00,1.091039,1.091452,1.090995,1.091421,279
2026-08-11T19:55:05+00:00,1.091421,1.091606,1.090952,1.091492,242
2026-08-11T19:56:05+00:00,1.091492,1.091647,1.090905,1.091334,113
2026-08-11T19:57:05+00:00,1.091334,1.091379,1.091042,1.091205,335
2026-08-11T19:58:05+00:00,1.091205,1.091282,1.090949,1.091070,592
2026-08-11T19:59:05+00:00,1.091070,1.091401,1.091038,1.091343,482
2026-08-11T20:00:05+00:00,1.091343,1.091610,1.091321,1.091456,61
2026-08-11T20:01:05+00:00,1.091456,1.092126,1.091214,1.091998,81
2026-08-11T20:02:05+00:00,1.091998,1.092297,1.091825,1.092156,486
2026-08-11T20:03:05+00:00,1.092156,1.092485,1.092150,1.092374,396
2026-08-11T20:04:05+00:00,1.092374,1.092435,1.092256,1.092326,547
2026-08-11T20:05:05+00:00,1.092326,1.092976,1.092222,1.092687,77
2026-08-11T20:06:05+00:00,1.092687,1.092729,1.092443,1.092616,566
2026-08-11T20:07:05+00:00,1.092616,1.093275,1.092612,1.092705,513
2026-08-11T20:08:05+00:00,1.092705,1.092764,1.092695,1.092705,92
2026-08-11T20:09:05+00:00,1.092705,1.093010,1.092403,1.092501,488
2026-08-11T20:10:05+00:00,1.092501,1.092909,1.092377,1.092830,202
2026-08-11T20:11:05+00:00,1.092830,1.092991,1.092640,1.092654,270
2026-08-11T20:12:05+00:00,1.092654,1.093304,1.092393,1.093284,550
2026-08-11T20:13:05+00:00,1.093284,1.093807,1.092864,1.093693,465
2026-08-11T20:14:05+00:00,1.093693,1.094459,1.093566,1.094129,560
2026-08-11T20:15:05+00:00,1.094129,1.094239,1.094062,1.094181,464
2026-08-11T20:16:05+00:00,1.094181,1.094384,1.093878,1.094097,541
2026-08-11T20:17:05+00:00,1.094097,1.094486,1.094004,1.094218,380
2026-08-11T20:18:05+00:00,1.094218,1.094284,1.094040,1.094087,284
2026-08-11T20:19:05+00:00,1.094087,1.094348,1.093770,1.094315,84
2026-08-11T20:20:05+00:00,1.094315,1.094580,1.093785,1.094331,195
2026-08-11T20:21:05+00:00,1.094331,1.095021,1.094286,1.094832,379
2026-08-11T20:22:05+00:00,1.094832,1.095428,1.094666,1.095202,187
2026-08-11T20:23:05+00:00,1.095202,1.095319,1.095133,1.095272,520
2026-08-11T20:24:05+00:00,1.095272,1.095538,1.095214,1.095402,376
2026-08-11T20:25:05+00:00,1.095402,1.095676,1.095242,1.095546,364
2026-08-11T20:26:05+00:00,1.095546,1.095769,1.095183,1.095383,280
2026-08-11T20:27:05+00:00,1.095383,1.095932,1.095105,1.095418,132
2026-08-11T20:28:05+00:00,1.095418,1.095472,1.095292,1.095441,346
2026-08-11T20:29:05+00:00,1.095441,1.095793,1.095298,1.095402,340
2026-08-11T20:30:05+00:00,1.095402,1.095488,1.095249,1.095382,224
2026-08-11T20:31:05+00:00,1.095382,1.095766,1.095295,1.095604,286
2026-08-11T20:32:05+00:00,1.095604,1.095606,1.095407,1.095478,49
2026-08-11T20:33:05+00:00,1.095478,1.095635,1.095396,1.095431,599
2026-08-11T20:34:05+00:00,1.095431,1.095715,1.095293,1.095612,474
2026-08-11T20:35:05+00:00,1.095612,1.095652,1.095410,1.095530,534
2026-08-11T20:36:05+00:00,1.095530,1.095663,1.095495,1.095614,62
2026-08-11T20:37:05+00:00,1.095614,1.095837,1.095520,1.095776,90
2026-08-11T20:38:05+00:00,1.095776,1.096038,1.095599,1.095928,275
2026-08-11T20:39:05+00:00,1.095928,1.096015,1.095705,1.095821,296
2026-08-11T20:40:05+00:00,1.095821,1.095975,1.095666,1.095745,80
2026-08-11T20:41:05+00:00,1.095745,1.095835,1.095582,1.095617,174
2026-08-11T20:42:05+00:00,1.095617,1.095745,1.095589,1.095693,592
2026-08-11T20:43:05+00:00,1.095693,1.095845,1.095579,1.095744,319
2026-08-11T20:44:05+00:00,1.095744,1.095868,1.095521,1.095785,386
2026-08-11T20:45:05+00:00,1.095785,1.095855,1.095775,1.095807,271
2026-08-11T20:46:05+00:00,1.095807,1.096094,1.095558,1.095920,414
2026-08-11T20:47:05+00:00,1.095920,1.095953,1.095853,1.095879,166
2026-08-11T20:48:05+00:00,1.095879,1.095926,1.095538,1.095718,420
2026-08-11T20:49:05+00:00,1.095718,1.095720,1.095600,1.095612,375
2026-08-11T20:50:05+00:00,1.095612,1.095700,1.095561,1.095682,349
2026-08-11T20:51:05+00:00,1.095682,1.095708,1.095432,1.095455,78
2026-08-11T20:52:05+00:00,1.095455,1.095518,1.095386,1.095409,504
2026-08-11T20:53:05+00:00,1.095409,1.095537,1.095325,1.095367,593
2026-08-11T20:54:05+00:00,1.095367,1.095420,1.095168,1.095194,541
2026-08-11T20:55:05+00:00,1.095194,1.095310,1.095158,1.095222,419
2026-08-11T20:56:05+00:00,1.095222,1.095331,1.095082,1.095250,416
2026-08-11T20:57:05+00:00,1.095250,1.095627,1.095235,1.095521,447
2026-08-11T20:58:05+00:00,1.095521,1.095941,1.095434,1.095466,257
2026-08-11T20:59:05+00:00,1.095466,1.095488,1.095400,1.095415,381
2026-08-11T21:00:05+00:00,1.095415,1.095481,1.095227,1.095418,252
2026-08-11T21:01:05+00:00,1.095418,1.095550,1.095333,1.095515,191
2026-08-11T21:02:05+00:00,1.095515,1.095678,1.095249,1.095560,593
2026-08-11T21:03:05+00:00,1.095560,1.095619,1.095402,1.095518,66
2026-08-11T21:04:05+00:00,1.095518,1.095721,1.095493,1.095610,311
2026-08-11T21:05:05+00:00,1.095610,1.095614,1.095515,1.095596,105
2026-08-11T21:06:05+00:00,1.095596,1.095629,1.095221,1.095339,84
2026-08-11T21:07:05+00:00,1.095339,1.095651,1.095211,1.095453,348
2026-08-11T21:08:05+00:00,1.095453,1.095500,1.094996,1.095067,150
2026-08-11T21:09:05+00:00,1.095067,1.095132,1.095039,1.095088,122
2026-08-11T21:10:05+00:00,1.095088,1.095130,1.094971,1.095048,372
2026-08-11T21:11:05+00:00,1.095048,1.095131,1.094838,1.094896,557
2026-08-11T21:12:05+00:00,1.094896,1.094944,1.094687,1.094836,260
2026-08-11T21:13:05+00:00,1.094836,1.094941,1.094553,1.094641,504
2026-08-11T21:14:05+00:00,1.094641,1.094753,1.094385,1.094419,196
2026-08-11T21:15:05+00:00,1.094419,1.094618,1.094407,1.094542,127
2026-08-11T21:16:05+00:00,1.094542,1.094655,1.094451,1.094608,377
2026-08-11T21:17:05+00:00,1.094608,1.094916,1.094204,1.094398,473
2026-08-11T21:18:05+00:00,1.094398,1.094863,1.094225,1.094592,559
2026-08-11T21:19:05+00:00,1.094592,1.094635,1.094428,1.094492,150
2026-08-11T21:20:05+00:00,1.094492,1.094588,1.094342,1.094354,479
2026-08-11T21:21:05+00:00,1.094354,1.094880,1.094290,1.094485,66
2026-08-11T21:22:05+00:00,1.094485,1.094664,1.094119,1.094271,356
2026-08-11T21:23:05+00:00,1.094271,1.094387,1.094152,1.094299,186
2026-08-11T21:24:05+00:00,1.094299,1.094340,1.094104,1.094121,583
2026-08-11T21:25:05+00:00,1.094121,1.094213,1.094035,1.094085,418
2026-08-11T21:26:05+00:00,1.094085,1.094284,1.093606,1.094020,199
2026-08-11T21:27:05+00:00,1.094020,1.094137,1.093682,1.093789,318
2026-08-11T21:28:05+00:00,1.093789,1.093858,1.093484,1.093595,564
2026-08-11T21:29:05+00:00,1.093595,1.093922,1.093267,1.093852,538
2026-08-11T21:30:05+00:00,1.093852,1.093877,1.093711,1.093768,249
2026-08-11T21:31:05+00:00,1.093768,1.093940,1.093667,1.093915,301
2026-08-11T21:32:05+00:00,1.093915,1.094155,1.093800,1.094037,585
2026-08-11T21:33:05+00:00,1.094037,1.094816,1.094036,1.094257,402
2026-08-11T21:34:05+00:00,1.094257,1.095035,1.093977,1.094926,360
2026-08-11T21:35:05+00:00,1.094926,1.095529,1.094743,1.095159,467
2026-08-11T21:36:05+00:00,1.095159,1.095603,1.094744,1.095245,511
2026-08-11T21:37:05+00:00,1.095245,1.096136,1.095177,1.096013,148
2026-08-11T21:38:05+00:00,1.096013,1.096515,1.095843,1.096185,387
2026-08-11T21:39:05+00:00,1.096185,1.096502,1.096118,1.096490,156
2026-08-11T21:40:05+00:00,1.096490,1.096529,1.095999,1.096463,191
2026-08-11T21:41:05+00:00,1.096463,1.097257,1.096372,1.097188,196
2026-08-11T21:42:05+00:00,1.097188,1.097595,1.097161,1.097367,499
2026-08-11T21:43:05+00:00,1.097367,1.097665,1.096927,1.097199,370
2026-08-11T21:44:05+00:00,1.097199,1.097762,1.097054,1.097606,350
2026-08-11T21:45:05+00:00,1.097606,1.098118,1.097451,1.097879,115
2026-08-11T21:46:05+00:00,1.097879,1.098042,1.097855,1.097918,132
2026-08-11T21:47:05+00:00,1.097918,1.098257,1.097905,1.097972,82
2026-08-11T21:48:05+00:00,1.097972,1.098120,1.097528,1.097658,194
2026-08-11T21:49:05+00:00,1.097658,1.098648,1.097473,1.098072,391
2026-08-11T21:50:05+00:00,1.098072,1.098335,1.097684,1.098323,489
2026-08-11T21:51:05+00:00,1.098323,1.098726,1.098187,1.098562,329
2026-08-11T21:52:05+00:00,1.098562,1.098850,1.098027,1.098369,382
2026-08-11T21:53:05+00:00,1.098369,1.098764,1.098272,1.098621,330
2026-08-11T21:54:05+00:00,1.098621,1.099361,1.098478,1.098750,123
2026-08-11T21:55:05+00:00,1.098750,1.098932,1.098588,1.098800,441
2026-08-11T21:56:05+00:00,1.098800,1.099321,1.098648,1.099191,376
2026-08-11T21:57:05+00:00,1.099191,1.099439,1.098752,1.099198,579
2026-08-11T21:58:05+00:00,1.099198,1.099777,1.099029,1.099613,259
2026-08-11T21:59:05+00:00,1.099613,1.099772,1.099508,1.099761,180
2026-08-11T22:00:05+00:00,1.099761,1.100162,1.099452,1.099990,579
2026-08-11T22:01:05+00:00,1.099990,1.100182,1.099850,1.100097,174
2026-08-11T22:02:05+00:00,1.100097,1.100154,1.100038,1.100114,209
2026-08-11T22:03:05+00:00,1.100114,1.100318,1.099895,1.099952,283
2026-08-11T22:04:05+00:00,1.099952,1.100407,1.099918,1.100348,284
2026-08-11T22:05:05+00:00,1.100348,1.100404,1.100169,1.100315,238
2026-08-11T22:06:05+00:00,1.100315,1.100777,1.099892,1.100096,431
2026-08-11T22:07:05+00:00,1.100096,1.100330,1.100047,1.100243,244
2026-08-11T22:08:05+00:00,1.100243,1.100446,1.100088,1.100383,145
2026-08-11T22:09:05+00:00,1.100383,1.100485,1.100177,1.100188,125
2026-08-11T22:10:05+00:00,1.100188,1.100483,1.100041,1.100303,267
2026-08-11T22:11:05+00:00,1.100303,1.100921,1.099984,1.100561,464
2026-08-11T22:12:05+00:00,1.100561,1.100904,1.100454,1.100861,68
2026-08-11T22:13:05+00:00,1.100861,1.101109,1.100749,1.100953,383
2026-08-11T22:14:05+00:00,1.100953,1.101133,1.100868,1.101073,182
2026-08-11T22:15:05+00:00,1.101073,1.101325,1.100886,1.100935,121
2026-08-11T22:16:05+00:00,1.100935,1.101166,1.100764,1.101049,335
2026-08-11T22:17:05+00:00,1.101049,1.101103,1.100978,1.101030,508
2026-08-11T22:18:05+00:00,1.101030,1.101512,1.100837,1.101410,287
2026-08-11T22:19:05+00:00,1.101410,1.101450,1.101400,1.101447,401
2026-08-11T22:20:05+00:00,1.101447,1.101712,1.101074,1.101546,109
2026-08-11T22:21:05+00:00,1.101546,1.102192,1.101449,1.101854,559
2026-08-11T22:22:05+00:00,1.101854,1.101897,1.101552,1.101793,299
2026-08-11T22:23:05+00:00,1.101793,1.101832,1.101498,1.101547,286
2026-08-11T22:24:05+00:00,1.101547,1.101847,1.101533,1.101609,85
2026-08-11T22:25:05+00:00,1.101609,1.101693,1.101421,1.101556,515
2026-08-11T22:26:05+00:00,1.101556,1.101828,1.101464,1.101816,508
2026-08-11T22:27:05+00:00,1.101816,1.102119,1.101703,1.102084,82
2026-08-11T22:28:05+00:00,1.102084,1.102207,1.102031,1.102115,77
2026-08-11T22:29:05+00:00,1.102115,1.102172,1.101894,1.102040,88
2026-08-11T22:30:05+00:00,1.102040,1.102270,1.101928,1.102217,490
2026-08-11T22:31:05+00:00,1.102217,1.102925,1.101887,1.102543,548
2026-08-11T22:32:05+00:00,1.102543,1.102731,1.102535,1.102575,474
2026-08-11T22:33:05+00:00,1.102575,1.102837,1.102493,1.102727,598
2026-08-11T22:34:05+00:00,1.102727,1.102843,1.102693,1.102794,476
2026-08-11T22:35:05+00:00,1.102794,1.103138,1.102761,1.103049,401
2026-08-11T22:36:05+00:00,1.103049,1.103160,1.102994,1.103008,455
2026-08-11T22:37:05+00:00,1.103008,1.103100,1.102838,1.103043,71
2026-08-11T22:38:05+00:00,1.103043,1.103471,1.102977,1.103276,415
2026-08-11T22:39:05+00:00,1.103276,1.103412,1.103266,1.103382,197
2026-08-11T22:40:05+00:00,1.103382,1.103657,1.103283,1.103296,582
2026-08-11T22:41:05+00:00,1.103296,1.103337,1.103072,1.103166,156
2026-08-11T22:42:05+00:00,1.103166,1.103390,1.103101,1.103374,306
2026-08-11T22:43:05+00:00,1.103374,1.103483,1.103126,1.103427,542
2026-08-11T22:44:05+00:00,1.103427,1.103600,1.103364,1.103557,129
2026-08-11T22:45:05+00:00,1.103557,1.104519,1.103433,1.103918,395
2026-08-11T22:46:05+00:00,1.103918,1.104114,1.103895,1.103961,218
2026-08-11T22:47:05+00:00,1.103961,1.104283,1.103955,1.104174,245
2026-08-11T22:48:05+00:00,1.104174,1.104436,1.104036,1.104319,518
2026-08-11T22:49:05+00:00,1.104319,1.104920,1.104221,1.104628,128
2026-08-11T22:50:05+00:00,1.104628,1.105013,1.104412,1.104927,459
2026-08-11T22:51:05+00:00,1.104927,1.105634,1.104644,1.105069,115
2026-08-11T22:52:05+00:00,1.105069,1.105139,1.104695,1.104882,226
2026-08-11T22:53:05+00:00,1.104882,1.105073,1.104541,1.104741,96
2026-08-11T22:54:05+00:00,1.104741,1.105145,1.104561,1.104990,270
2026-08-11T22:55:05+00:00,1.104990,1.105867,1.104869,1.105554,120
2026-08-11T22:56:05+00:00,1.105554,1.105965,1.105433,1.105677,586
2026-08-11T22:57:05+00:00,1.105677,1.106190,1.105516,1.105942,215
2026-08-11T22:58:05+00:00,1.105942,1.106238,1.105712,1.105868,69
2026-08-11T22:59:05+00:00,1.105868,1.106051,1.105682,1.105743,311
2026-08-11T23:00:05+00:00,1.105743,1.106002,1.105495,1.105636,598
2026-08-11T23:01:05+00:00,1.105636,1.105815,1.105500,1.105550,455
2026-08-11T23:02:05+00:00,1.105550,1.105701,1.105430,1.105659,248
2026-08-11T23:03:05+00:00,1.105659,1.106124,1.105381,1.105905,366
2026-08-11T23:04:05+00:00,1.105905,1.106639,1.105691,1.105995,148
2026-08-11T23:05:05+00:00,1.105995,1.106456,1.105965,1.106319,293
2026-08-11T23:06:05+00:00,1.106319,1.106598,1.106095,1.106516,203
2026-08-11T23:07:05+00:00,1.106516,1.106954,1.106261,1.106454,234
2026-08-11T23:08:05+00:00,1.106454,1.106897,1.106256,1.106627,63
2026-08-11T23:09:05+00:00,1.106627,1.106890,1.106538,1.106777,286
2026-08-11T23:10:05+00:00,1.106777,1.107093,1.106526,1.106982,521
2026-08-11T23:11:05+00:00,1.106982,1.107237,1.106978,1.107151,177
2026-08-11T23:12:05+00:00,1.107151,1.107960,1.106949,1.107633,239
2026-08-11T23:13:05+00:00,1.107633,1.108045,1.107439,1.107997,501
2026-08-11T23:14:05+00:00,1.107997,1.108463,1.107920,1.108172,139
2026-08-11T23:15:05+00:00,1.108172,1.108252,1.107986,1.108198,414
2026-08-11T23:16:05+00:00,1.108198,1.108521,1.108124,1.108360,180
2026-08-11T23:17:05+00:00,1.108360,1.108635,1.108022,1.108516,192
2026-08-11T23:18:05+00:00,1.108516,1.108664,1.108314,1.108403,346
2026-08-11T23:19:05+00:00,1.108403,1.108768,1.108389,1.108449,541
2026-08-11T23:20:05+00:00,1.108449,1.108809,1.108121,1.108545,466
2026-08-11T23:21:05+00:00,1.108545,1.109140,1.108138,1.109017,67
2026-08-11T23:22:05+00:00,1.109017,1.109144,1.108624,1.108990,273
2026-08-11T23:23:05+00:00,1.108990,1.109240,1.108898,1.109082,429
2026-08-11T23:24:05+00:00,1.109082,1.109644,1.109026,1.109496,59
2026-08-11T23:25:05+00:00,1.109496,1.109813,1.109382,1.109609,248
2026-08-11T23:26:05+00:00,1.109609,1.109930,1.108955,1.109351,103
2026-08-11T23:27:05+00:00,1.109351,1.109723,1.109132,1.109176,529
2026-08-11T23:28:05+00:00,1.109176,1.109198,1.108969,1.109090,402
2026-08-11T23:29:05+00:00,1.109090,1.109396,1.108776,1.109110,310
2026-08-11T23:30:05+00:00,1.109110,1.109194,1.108995,1.109123,344
2026-08-11T23:31:05+00:00,1.109123,1.109333,1.108680,1.109204,540
